locality,region,query_used,score,latitude,longitude,resolved_name,admin1,admin2,country,geocode_status
Ольгинка с,Краснодарский край,ольгинка,14.749609734517596,44.2075,38.89111,Ольгинка,Краснодарский край,,Россия,ok
Ольгинская ст-ца,Краснодарский край,,,,,,,,,not_found
Ольгинская ст-ца,Ростовская обл,,,,,,,,,not_found
Ольховатка рп,Воронежская обл,ольховатка,14.831115254800167,50.27927,39.29357,Ольховатка,Воронежская Область,,Россия,ok
Омск г,Омская обл,омск,15.397428282748896,54.99244,73.36859,Омск,Омская Область,,Россия,ok
Омутинское с,Тюменская обл,омутинское,8.916910162395958,56.46845,67.64172,Омутинское,Тюмень,,Россия,ok
Омутнинск г,Кировская обл,омутнинск,15.01411255500008,58.67015,52.19313,Омутнинск,Кировская Область,,Россия,ok
Онега г.,Архангельская обл,онега,15.002985585135091,63.9057,38.09944,Онега,Архангельская Область,,Россия,ok
Онохино с,Тюменская обл,онохино,8.80106915391303,56.92501,65.5394,Онохино,Тюмень,,Россия,ok
Онуфриево с,Московская обл,онуфриево,14.0,55.8503,36.51055,Онуфриево,Московская область,,Россия,ok
Ополье д,Ленинградская обл,ополье,14.0,59.43818,28.83088,Ополье,Ленинградская область,,Россия,ok
Опочка г,Псковская обл,опочка,14.951406802284644,56.71448,28.66287,Опочка,Псковская Область,,Россия,ok
Оранжерейка д,Ленинградская обл,,,,,,,,,not_found
Орда с,Пермский край,орда,14.85699753768552,57.19197,56.90462,Орда,Пермский край,,Россия,ok
Ордынское рп,Новосибирская обл,ордынское,14.924135442550536,54.36225,81.88658,Ордынское,Новосибирская Область,,Россия,ok
Оредеж п,Ленинградская обл,оредеж,14.0,58.81827,30.33746,Оредеж,Ленинградская область,,Россия,ok
Оренбург г,Оренбургская обл,оренбург,15.324418093010724,51.76712,55.09883,Оренбург,Оренбургская Область,,Россия,ok
Орехово д,Калужская обл,орехово,8.461512051684126,60.49551,30.26754,Орехово,Ленинградская область,,Россия,ok
Орехово-Зуево г,Московская обл,,,,,,,,,not_found
Оржицы д,Ленинградская обл,,,,,,,,,not_found
Оричи пгт,Кировская обл,оричи,14.896264794774057,58.40138,49.05982,Оричи,Кировская Область,,Россия,ok
Орлов г,Кировская обл,орлов,14.903610602536483,58.53917,48.89166,Орлов,Кировская Область,,Россия,ok
Орлово с,Воронежская обл,орлово,14.830597821096733,51.7592,39.5882,Орлово,Воронежская Область,,Россия,ok
Орловский п,Ростовская обл,орловский,14.986920661855926,46.87441,42.05223,Орловский,Ростовская Область,,Россия,ok
Орск г,Оренбургская обл,орск,15.241648347873936,51.23206,58.48802,Орск,Оренбургская Область,,Россия,ok
Оршанка пгт,Марий Эл Респ,оршанка,14.881744592104187,56.91729,47.89636,Оршанка,Марий Эл,,Россия,ok
Орёл г,Орловская обл,орел,15.26237857728158,52.96879,36.0791,Орёл,Орловская Область,,Россия,ok
Оса г,Пермский край,оса,15.005590816523137,57.2836,55.45885,Оса,Пермский край,,Россия,ok
Осинки пгт,Самарская обл,осинки,14.804044688130311,52.8432,49.5132,Осинки,Самарская Область,,Россия,ok
