Precatalyst,Cocatalyst,ratio,solvent,T,P,time,Activity,C4,C6,C8,1-C4,1-C6,Precatalyst_metal,ligand_type
N1(/[Cr](O2CCCC2)(Cl)(Cl)(Cl)[NH+](C2C=CC=CC=2)CC/1)=C/C1SC=CC=1,MAO,300.0,Cc1ccccc1,353.15,20.0,0.25,2622675.0,63.3,19.0,6.3,99.2,99.6,Cr,"(N,N,O)"
C1C=C(C2C=CC=CC=2)N2[Cr]3(Cl)(Cl)(Cl)N4C5C=CC=CC=5SC=4C4C=CC5C=CC=1C=2C=5N=43,MMAO,1500.0,Cc1ccccc1,333.15,10.0,0.5,209000.0,62.9,19.8,,,,Cr,"(N,N,N)"
N1(C2CCCC2)[P+](C2C=CC=CC=2)(C2C=CC=CC=2)[Ni](Br)(Br)[P+](C2C=CC=CC=2)(C2C=CC=CC=2)[Si]1(C)C,EADC,500.0,C1CCCCC1C,318.15,10.0,0.16666666666666666,240000000.00000003,81.8,18.2,,35.0,8.8,Ni,"(P,P)"
C1(Cl)C=C2C3=N([Ni]4(OC2=C(Cl)C=1)OC1=C(Cl)C=C(Cl)C=C1C1=N4C2C=CC=CC=2N1C(C)C)C1C=CC=CC=1N3C(C)C,DEAC,200.0,Cc1ccccc1,293.15,30.0,0.5,8900000.0,93.6,6.4,,,,Ni,"(N,N,O,O)"
C1C=CN2[Cr]3([NH2+]C4=CC=CC5C=CC=N3C=54)(Cl)(Cl)[NH2+]C3=CC=CC=1C=23,MAO,300.0,Cc1ccccc1,353.15,20.0,0.25,1105170.0,23.8,19.3,18.2,84.9,100.0,Cr,"(N,N,N,N)"
C1C=CC(C)=C(N2[Fe]3(Cl)(Cl)N4C5C=CC=C(C)C=5NC=4C4C=CC=C(N=43)C=2C)C=1C,MMAO,200.0,Cc1ccccc1,353.15,30.0,0.5,340000.0,51.1,19.0,9.6,,,Fe,"(N,N,N)"
CCCCCCCCCCCCN(CCC(=O)NCCN1[Ni](Cl)(Cl)N2C=CC=CC=2C=1)CCC(=O)NCCN1[Ni](Cl)(Cl)N2=CC=CC=C2C=1,MAO,500.0,Cc1ccccc1,298.15,5.0,0.5,603000.0,54.41,21.52,11.62,,,Ni,"(N,N)"
C1C=CN2[Co]3(Cl)(Cl)N4=C(C(C)=N3C3C(F)=CC=CC=3F)C=CC3C=CC=1C=2C=34,MMAO,1000.0,Cc1ccccc1,293.15,1.0,0.5,166000.0,100.0,0.0,,,,Co,"(N,N,N)"
C1(C(C)C)C=CC=C(C(C)C)C=1N1[Ni](Br)(Br)[P+](C(C)C)(C(C)C)OC=1C,MMAO,209.52380952380955,Cc1ccccc1,303.15,5.0,1.0,378675.0,78.0,20.0,3.0,13.0,,Ni,"(N,P)"
P(C1[P+](C2C=CC=CC=2)(C2C=CC=CC=2)[Ni](Cl)(Cl)[P+]1(C1C=CC=CC=1)C1C=CC=CC=1)(=O)(OC)OC,MAO,200.0,Cc1ccccc1,296.15,10.0,0.58,249084.0,88.0,11.0,0.0,13.0,5.0,Ni,"(P,P)"
C1C=C(C2C=CC=CC=2)N2[Ni]3(Cl)(Cl)N(C4C(C(C)C)=CC=CC=4C(C)C)=C(C4C=CC=CC=4)C4C=CC5C=CC=1C=2C=5N=43,DEAC,300.0,Cc1ccccc1,293.15,1.0,0.5,275000.0,98.8,1.2,,27.2,,Ni,"(N,N,N)"
C1C=CC(Cl)=C(N2[Fe]3(Cl)(Cl)N4C5C=CC=C(C)C=5NC=4C4C=CC=C(N=43)C=2C)C=1Cl,MMAO,200.0,Cc1ccccc1,303.15,30.0,0.5,180000.0,39.1,25.8,13.3,,,Fe,"(N,N,N)"
N12C(C)=CC(C)=N1[Ni](Br)(Br)N(C1C=CC([N+](=O)[O-])=CC=1)=C2C1C=CC=CC=1,MAO,200.0,Cc1ccccc1,313.15,0.5,1.0,183000.0,34.7,63.1,1.9,,,Ni,"(N,N)"
C1C=CC=C(OCCN2[Ni](Cl)(Cl)OC3=CC=CC=C3C=2)C=1,MAO,300.0,C1CCCCC1,323.15,20.0,0.5,146000.0,82.32,5.84,2.95,,,Ni,"(N,O)"
[P+]1(C2C=CC=CC=2)(C2C=CC=CC=2)[Ni]2(O=P(OCC)(OCC)C(C3C=CC=CC=3)[P+]2(C2C=CC=CC=2)C2C=CC=CC=2)O=P(OCC)(OCC)C1C1C=CC=CC=1,EADC,3.0,Cc1ccccc1,296.15,10.0,0.58,11781.0,90.0,10.0,0.0,27.0,0.0,Ni,"(O,O,P,P)"
N12C(C)=CC(C)=N1[Ni]1(N3=C(C)C=C(C)N3C(C3C=CC=CC=3)=N1C1C=CC=CC=1)(Br)(Br)N(C1C=CC=CC=1)=C2C1C=CC=CC=1,MAO,400.0,Cc1ccccc1,333.15,0.5,1.0,236000.00000000003,55.7,40.2,3.6,,,Ni,"(N,N,N,N)"
C1C=C(C2C=CC=CC=2)N2[Co]3(Cl)(Cl)N(C4C(CC)=CC=CC=4CC)=C(C4C=CC=CC=4)C4C=CC5C=CC=1C=2C=5N=43,MAO,1500.0,Cc1ccccc1,293.15,1.0,0.5,542000.0,76.0,16.7,,96.1,,Co,"(N,N,N)"
N1([P+](C2=CC=CC=C2)(C2=CC=CC=C2)[Ni](Cl)(Cl)[P+]1(C1C=CC=CC=1)C1=CC=CC=C1)C1=CC=C(SC)C=C1,EADC,10.0,Clc1ccccc1,302.15,10.0,1.0,1929840.0,68.0,26.0,3.0,,,Ni,"(P,P)"
C1(C(C)C)C=CC=C(C(C)C)C=1N1[Ni](Br)(Br)[P+](C(C)(C)C)(C(C)(C)C)OC=1C,DEAC,197.9695431472081,Cc1ccccc1,273.15,5.0,1.0,61710.0,93.0,14.0,0.0,42.0,,Ni,"(N,P)"
N12C(C)=CC(C)=N1[Ni]1(N3=C(C)C=C(C)N3C(C3C=CC=CC=3)=N1C1C=CC=CC=1)(Br)(Br)N(C1C=CC=CC=1)=C2C1C=CC=CC=1,MAO,400.0,Cc1ccccc1,313.15,0.5,1.0,426999.99999999994,45.5,43.1,8.9,,,Ni,"(N,N,N,N)"
C1C=CN2[Cr]3(Cl)(Cl)(Cl)N4C5C=CC=CC=5N(CC)C=4C4C=CC5C=CC=1C=2C=5N=43,MMAO,1500.0,Cc1ccccc1,333.15,10.0,0.5,1180000.0,28.6,29.9,,,,Cr,"(N,N,N)"
C1C=C(C(C)C)C2N3[Ni](Cl)(Cl)N4C5C=CC=CC=5N(C)C=4C=3C=CC=2C=1,DEAC,250.0,Cc1ccccc1,303.15,10.0,0.33,3250000.0,93.7,6.3,,80.1,,Ni,"(N,N)"
C1C=CC(C)=C(N2[Fe]3(Cl)(Cl)(Cl)N4=C(C5N(C)C6C=CC=CC=6N=53)C=CC=C4C=2C)C=1C,MAO,100.0,Cc1ccccc1,293.15,10.0,0.5,6000.0,100.0,,,99.0,,Fe,"(N,N,N)"
C1C=CC2N3[Ni](Br)(Br)N(C4C(C)=CC(CC)=CC=4C)=C(C(C)(C)C)C=3C=CC=2C=1,EASC,500.0,Cc1ccccc1,313.15,5.0,0.5,3030000.0,16.5,20.1,,,,Ni,"(N,N)"
C1C(C)=C(N2[Ni]3(Cl)(Cl[Ni]4(Cl3)N3C5C(C(C)(C)CC=5C=CC=3Cl)=N4C3C(C)=CC=CC=3C)N3C4C=2C(C)(C)CC=4C=CC=3Cl)C(C)=CC=1,MAO,2000.0,Cc1ccccc1,303.15,10.0,0.5,4809175.9799999995,65.5,24.1,10.4,76.0,,Ni,"(N,N)"
C1=CC(C)=N2[Co]3(Cl)(Cl)N4C5C=CC=CC=5N(CC5C=CC=CC=5)C=4C4C=CC5=CC=C1C2=C5N=43,MMAO,1500.0,Cc1ccccc1,293.15,30.0,0.33,757000.0,90.2,9.8,,77.3,,Co,"(N,N,N)"
C1C=CC(C(C)C)=C(N2[Ni]3(Cl)(Cl)N4C5C=CC=CC=5NC=4C4C=CC=C(N=43)C=2C)C=1C(C)C,DEAC,300.0,Cc1ccccc1,313.15,10.0,0.5,860000.0,87.0,7.7,,78.8,,Ni,"(N,N,N)"
CCCCCCCCCCCCN1CCC(=O)NCCCCCCN2[Co]3(OC4C=CC=CC=4C=N3CCCCCCNC(=O)CC1)OC1=CC=CC=C1C=2,MAO,500.0,CC1CCCCC1,298.15,5.0,0.5,33900.0,77.95,10.13,8.42,,,Co,"(N,N,O,O)"
C1C2C=CC(C)=N3[Co]4(Cl)(Cl)N5C=CC=CC=5C=N4C(=CC=1)C=23,MMAO,750.0,Cc1ccccc1,293.15,30.0,0.3333333333333333,1550000.0,96.8,3.2,,96.1,,Co,"(N,N,N)"
Cl[Ni](Cl)([P+](C1CCCCC1)(C1CCCCC1)C1CCCCC1)[P+](C1CCCCC1)(C1CCCCC1)C1CCCCC1,EADC,6.0,Cc1ccccc1,303.15,10.0,0.5833333333333334,7629600.0,86.0,14.0,0.5,9.0,,Ni,"(P,P)"
N12[Cr](Cl)(O3CCCC3)(Cl)(OC3C(C(C)(C)C)=CC(C(C)(C)C)=CC=3C=1)N1=CC=C(C3C(C)=CC(C)=CC=3C)N1CC2,MAO,500.0,Cc1ccccc1,353.15,20.0,0.25,1029435.0,17.2,19.5,17.8,85.9,95.5,Cr,"(N,N,O,O)"
C12C=CC3C=CC(C)=N4[Ni]5(Br)(Br)N6C7C=CC=CC=7N(CC7C=CC=CC=7)C=6C(=CC=1)N5=C2C=34,MMAO,1000.0,Cc1ccccc1,293.15,30.0,0.3333333333333333,940000.0,92.4,7.6,,65.4,,Ni,"(N,N,N)"
N12C(C)=CC(C)=N1[Ni]1(N3=C(C)C=C(C)N3C(C3C=CC=CC=3)=N1C1C=CC(OC)=CC=1)(Br)(Br)N(C1C=CC(OC)=CC=1)=C2C1C=CC=CC=1,MAO,400.0,Cc1ccccc1,293.15,0.5,1.0,280000.0,28.2,43.0,24.8,,,Ni,"(N,N,N,N)"
N12[Cr](N3C(=CC=C3)C=1)(Cl)(O1CCCC1)(Cl)N1=CC=C(C3=C(C)C=C(C=C3C)C)N1CC2,MAO,300.0,Cc1ccccc1,353.15,20.0,0.25,720885.0,5.1,9.6,12.7,96.0,98.7,Cr,"(N,N,N,O)"
N1([P+](C2=CC=CC=C2)(C2=CC=CC=C2)[Ni](Cl)(Cl)[S+]=P1(C1C=CC=CC=1)C1=CC=CC=C1)C1=CC=C(SC)C=C1,EADC,3.0,Clc1ccccc1,302.15,10.0,0.58,230010.0,87.0,11.0,1.0,,,Ni,"(P,S)"
N12CN3C([H])=C([H])C(C4C=CC=CC=4)=N3[Ni](Br)(Br)N1=C(C1C=CC=CC=1)C([H])=C2[H],DEAC,150.0,Cc1ccccc1,303.15,3.8,0.5,1559999.9999999998,90.1,9.9,,34.5,19.4,Ni,"(N,N)"
C1C=CC=C2N3[Ni]4(Cl[Ni]5(Cl)(N6C7C=CC=CC=7N=CC=6C6N5=CC=CC=6)Cl4)(Cl)N4=CC=CC=C4C=3C=NC=12,MAO,3000.0,Cc1ccccc1,293.15,1.0,0.5,200000.0,83.9,16.1,,100.0,22.2,Ni,"(N,N)"
C1C=CN2[Ni](Br)(Br)N(C3C(C(C)C)=CC=CC=3C(C)C)=C(C3C=CC(OC)=CC=3)NC=2C=1,MAO,600.0,C(Cl)Cl,293.15,0.5,0.5,64515.0,76.2,23.8,0.0,,,Ni,"(N,N)"
C1=C2CP(C3C=CC=CC=3)(C3C=CC=CC=3)=O[Ni]3(Cl)(Cl)N4=C(C)C=C(C)N4CC(C=C1)=N23,EADC,250.0,Clc1ccccc1,303.15,10.0,1.0,470000.0,83.0,17.0,,19.0,,Ni,"(N,N,O)"
C1C(C)=CC(C)=C(N2=C(C)C3N4[Ni]2(Cl)(Cl)N2C5C=CC=C(C)C=5NC=2C=4C=CC=3)C=1C,DEAC,700.0,Cc1ccccc1,303.15,10.0,0.83,2500000.0,99.7,0.3,,,,Ni,"(N,N,N)"
C1C=CC2[P+](C3C=CC=CC=3)(C3C=CC=CC=3)[Ni](Br)(Br)N3C(C)(C)COC=3C=2C=1,MAO,1000.0,Cc1ccccc1,298.15,1.0,1.5,60000.0,81.88,15.7,,,,Ni,"(N,P)"
C1C=CC(C)=C(N2[Fe]3(Cl)(Cl)N(C4C=CC=CC=4F)=C(C)C4C=CC=C(N=43)C=2C)C=1,MMAO,500.0,Cc1ccccc1,293.15,1.0,1.0,1840000.0000000002,6.8,,,,,Fe,"(N,N,N)"
C1C=CC(Br)=C(N2=C(C)C3N4[Co]2(Cl)(Cl)N2C5C=CC=CC=5OC=2C=4C=CC=3)C=1Br,MAO,1000.0,Cc1ccccc1,303.15,10.0,0.5,254999.99999999997,99.4,0.6,,98.8,,Co,"(N,N,N)"
C1=CN2=C(CC[P+]([Ni]32(Cl)Cl[Ni]2(Cl)(N4=C(C=CC=C4)CC[P+]2(C2=CC=CC=C2)C2=CC=CC=C2)Cl3)(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,EADC,2.0,Clc1ccccc1,300.65,10.0,0.5833333333333334,493680.0,76.0,21.0,3.0,13.0,,Ni,"(N,P)"
C1C(CO)=N2[Ni](Cl)(Cl)N(C3C(CC)=CC=CC=3CC)=C3CCCC(C=1)=C23,MMAO,5500.0,Cc1ccccc1,303.15,10.0,0.5,2079999.9999999998,13.6,86.4,,80.4,48.9,Ni,"(N,N)"
C1C=CN2[Cr]3(Cl)(Cl)(Cl)N(C4C(CC)=CC=CC=4CC)=C(C4C=CC=CC=4)C4C=CC5C=CC=1C=2C=5N=43,MAO,1500.0,Cc1ccccc1,293.15,1.0,1.0,791000.0,40.4,43.8,15.8,,,Cr,"(N,N,N)"
C1(C)(C)COC2C(C)(C)[P+](C3C=CC=CC=3)(C3C=CC=CC=3)[Ni](Cl)(Cl)N1=2,EADC,2.0,Cc1ccccc1,303.15,10.0,0.5833333333333334,712470.0,67.0,28.0,3.0,25.0,,Ni,"(N,P)"
C1C=CN2[Cr]3(Cl)(Cl)(Cl)N(C4C(CC)=CC=CC=4CC)=C(C4C=CC=CC=4)C4C=CC5C=CC=1C=2C=5N=43,TEA,500.0,Cc1ccccc1,293.15,1.0,1.0,3000.0,100.0,0.0,0.0,,,Cr,"(N,N,N)"
C1C=CN2[Fe]3(Cl)(Cl)N4=C(C(C)=N3C3C(Br)=CC(Cl)=CC=3F)C=CC3C=CC=1C=2C=34,MMAO,1000.0,Cc1ccccc1,293.15,10.0,0.5,24300000.0,31.3,31.7,37.0,,,Fe,"(N,N,N)"
C1C=CN2[Fe]3(Cl)(Cl)N4=C(C(C)=N3C3C(CC)=CC=CC=3)C=CC3C=CC=1C=2C=34,MMAO,100.0,Cc1ccccc1,293.15,1.0,0.5,49000.0,73.2,26.8,,,,Fe,"(N,N,N)"
[P+]12(C3=CC=CC=C3)CC3=N(C=CC=C3)[Ni]1(N1C(C2)=CC=CC=1)(Cl)Cl,EADC,6.0,Cc1ccccc1,303.15,10.0,0.5833333333333334,1559580.0,53.0,43.0,4.0,,,Ni,"(N,N,P)"
C1C2C3C=NC4C=CC=CC=4N=3[Ni]3(Br)(Br)N=2C(C(C)=N3C2C(C)=CC(C)=CC=2C)=CC=1,DEAC,700.0,Cc1ccccc1,293.15,10.0,0.5,220000.00000000003,77.7,22.3,,,,Ni,"(N,N,N)"
C1=CC=N2[Ni]3(Cl)(Cl)N4C5C=CC=CC=5OC=4C4C=CC5=CC=C1C2=C5N=43,DEAC,100.0,Cc1ccccc1,293.15,1.0,0.33,180000.0,94.8,5.2,,55.7,,Ni,"(N,N,N)"
C1(C(C)C)C=CC=C(C(C)C)C=1N1=C(C)C[P+]([Ni]1(Br)Br)(C(C)C)C(C)C,DEAC,200.0,Cc1ccccc1,303.15,5.0,1.0,4322342.43,88.0,12.0,0.0,40.0,,Ni,"(N,P)"
C1=CC=N2[Co]3(Cl)(Cl)N4C5C=CC=CC=5NC=4C4C=CC5=CC=C1C2=C5N=43,DEAC,1000.0,Cc1ccccc1,293.15,30.0,0.33,513000.0,98.8,1.2,,75.1,,Co,"(N,N,N)"
C1C=CC(C)=C(N2[Fe]3(Cl)(Cl)(Cl)N4=C(C5N(C)C6C=CC=CC=6N=53)C=CC=C4C=2C)C=1C,MAO,300.0,Cc1ccccc1,293.15,10.0,0.5,656000.0,17.2,15.8,,,,Fe,"(N,N,N)"
C1C=CC2N3[Ni](Br)(Br)N(C4C(C)=CC=CC=4C)=C(C(C)(C)C)C=3C=CC=2C=1,EASC,400.0,Cc1ccccc1,303.15,5.0,0.5,1330000.0,28.9,35.5,,,,Ni,"(N,N)"
C12C=CC3C=CC(C)=N4[Ni]5(Br)(Br)N6C7C=CC=CC=7NC=6C(=CC=1)N5=C2C=34,"CC[Al](Cl)CC,PPh3",300.0,Cc1ccccc1,293.15,30.0,0.3333333333333333,26700000.0,91.3,8.7,,26.7,,Ni,"(N,N,N)"
C1C(C)=CC(CC)=C(N2=C(C)C3N4[Ni]2(Cl)(Cl)N2C5C=CC=C(C)C=5NC=2C=4C=CC=3)C=1CC,DEAC,700.0,Cc1ccccc1,303.15,10.0,0.5,3500000.0,94.7,5.3,,,,Ni,"(N,N,N)"
C1C(C)=CC(C)=C(N2[Fe]3(Cl)(Cl)N4C5C=CC=C(Cl)C=5NC=4C4C=CC=C(N=43)C=2C)C=1C,MAO,250.0,Cc1ccccc1,303.15,30.0,0.5,1290000.0,39.3,20.9,11.6,,,Fe,"(N,N,N)"
C1C(C)=CC(C(C2C=CC=CC=2)C2C=CC=CC=2)=C(N2=C(C)C3N4[Ni]2(Cl)(Cl)N(C2C(C)=CC=CC=2C)=C(C)C=4C=CC=3)C=1C(C1C=CC=CC=1)C1C=CC=CC=1,EASC,300.0,Cc1ccccc1,313.15,10.0,1.0,229999.99999999997,95.2,4.8,,93.1,,Ni,"(N,N,N)"
CCCCCCCCCCCCN1CCC(=O)NCCCCN2[Ni]3(N(=CC4C(O3)=CC=CC=4)CCCCNC(=O)CC1)OC1C=CC=CC=1C=2,TEA,500.0,Cc1ccccc1,298.15,5.0,0.5,247000.0,68.3,7.65,22.05,,,Ni,"(N,N,O,O)"
[Ni]1([P+](N(C(C)C)[Si](C)(C)C[P+]1(C1C=CC=CC=1)C1C=CC=CC=1)(C1C=CC=CC=1)C1C=CC=CC=1)(Br)Br,EADC,500.0,CC1CCCCC1,303.15,10.0,0.5,5500000.0,89.0,11.1,,51.8,18.8,Ni,"(P,P)"
C1C=CN2[Fe]3(Cl)(Cl)N4=C(C(C5C=CC=CC=5)=N3C3C(C)=CC(C)=CC=3C)C=CC3C=CC=1C=2C=34,MMAO,500.0,Cc1ccccc1,293.15,1.0,0.5,800000.0,21.0,29.8,49.2,,,Fe,"(N,N,N)"
C1C=CC2N3[Ni](Br)(Br)N(C4C(C(C)C)=CC=CC=4C(C)C)=C4CCCC(=CC=2C=1)C=34,TMA,200.0,Cc1ccccc1,303.15,10.0,0.5,308000.0,40.3,6.6,53.1,,,Ni,"(N,N)"
C1C(CO)=N2[Ni](Cl)(Cl)N(C3C(C(C)(C)C)=CC(C(C)(C)C)=CC=3C(C)(C)C)=C3CCCC(C=1)=C23,MMAO,5500.0,Cc1ccccc1,303.15,10.0,0.75,550000.0,16.3,83.7,,60.7,49.5,Ni,"(N,N)"
C1C2C(=N(C3C(CC)=CC=CC=3CC)[Ni]3(Cl)(Cl)N=2C(C2OC4C=CC=CC=4N=23)=CC=1)C,DEAC,200.0,Cc1ccccc1,323.15,10.0,0.5,446000.0,97.5,2.5,,90.3,,Ni,"(N,N,N)"
C1C=C(C2C=CC=CC=2)N2[Co]3(Cl)(Cl)N(C4C(CC)=CC=CC=4CC)=C(C4C=CC=CC=4)C4C=CC5C=CC=1C=2C=5N=43,MAO,500.0,Cc1ccccc1,333.15,1.0,0.5,140999.99999999997,72.4,19.2,,97.2,,Co,"(N,N,N)"
C1C(CO)=N2[Ni](Cl)(Cl)N(C3C(C(C)(C)C)=CC(C(C)(C)C)=CC=3C(C)(C)C)=C3CCCC(C=1)=C23,MMAO,5500.0,Cc1ccccc1,323.15,10.0,0.5,1780000.0,12.5,87.5,,95.7,49.3,Ni,"(N,N)"
CCCCCCCCCCCCN1CCC(=O)NCCCCCCN2[Co]3(OC4C=CC=CC=4C=N3CCCCCCNC(=O)CC1)OC1=CC=CC=C1C=2,MAO,500.0,Cc1ccccc1,298.15,5.0,0.5,37200.0,46.76,13.68,20.74,,,Co,"(N,N,O,O)"
CCCCCCCCCCCCN1CCC(=O)NCCCCCCN2[Fe]3(OC4C=CC=CC=4C=N3CCCCCCNC(=O)CC1)OC1=CC=CC=C1C=2,MAO,500.0,Cc1ccccc1,298.15,5.0,0.5,41700.0,53.85,18.06,12.19,,,Fe,"(N,N,O,O)"
C1(Cl)C=C2C3=N([Ni]4(OC2=C(Cl)C=1)OC1=C(Cl)C=C(Cl)C=C1C1=N4C2C=CC=CC=2N1C(C)C)C1C=CC=CC=1N3C(C)C,DEAC,200.0,Cc1ccccc1,293.15,1.0,0.5,250999.99999999994,92.2,7.8,,,,Ni,"(N,N,O,O)"
C1C=CC2N3[Ni](Br)(Br)N(C4C(C)=CC=CC=4C)=C(C(C)(C)C)C=3C=CC=2C=1,MMAO,1500.0,Cc1ccccc1,303.15,5.0,0.5,1250000.0,9.1,98.1,,,,Ni,"(N,N)"
N12[Cr](Cl)(O3CCCC3)(Cl)(OC3C(C(C)(C)C)=CC(C(C)(C)C)=CC=3C=1)N1=CC=C(C3C(C)=CC(C)=CC=3C)N1CC2,MAO,500.0,Cc1ccccc1,353.15,20.0,0.5,597465.0,15.0,18.1,17.7,89.8,97.6,Cr,"(N,N,O,O)"
N1(C(C)C)[P+](C2C=CC=CC=2)(C2C=CC=CC=2)[Ni](Br)(Br)[P+](C2C=CC=CC=2)(C2C=CC=CC=2)[Si]1(C)C,EADC,500.0,C1CCCCC1C,303.15,10.0,0.5,24000000.0,86.9,13.1,,58.2,6.9,Ni,"(P,P)"
C1C=CC=C(OCCN2[Co](Cl)(Cl)OC3=CC=CC=C3C=2)C=1,MAO,900.0,Cc1ccccc1,323.15,20.0,0.5,208000.0,50.78,15.76,10.46,,,Co,"(N,O)"
N12CN3C(C)=CC(C)=N3[Ni](Br)(Br)N1=C(C)C=C2C,DEAC,150.0,Cc1ccccc1,303.15,3.8,0.5,705000.0,94.1,5.9,,47.6,27.0,Ni,"(N,N)"
CCCCCCCCCCCCN(CCC(=O)NCCCCN1[Ni](Cl)(Cl)N2C=CC=CC=2C=1)CCC(=O)NCCCCN1[Ni](Cl)(Cl)N2=CC=CC=C2C=1,MAO,500.0,Cc1ccccc1,298.15,5.0,0.5,468000.0,55.06,22.25,23.26,,,Ni,"(N,N)"
C1C=CC(C(C)C)=C(C2N3[Ni](Cl)(Cl)[P+](C4C=CC=CC=4)(C4C=CC=CC=4)CC=3C=CC=2)C=1C(C)C,EADC,2.0,Cc1ccccc1,303.15,10.0,0.5833333333333334,1245420.0,73.0,26.0,1.5,9.0,,Ni,"(N,P)"
C1C2C3C=NC4C=CC=CC=4N=3[Ni]3(Br)(Br)N=2C(C(C)=N3C2C(Cl)=CC=CC=2Cl)=CC=1,"CC[Al](Cl)CC,PPh3",700.0,Cc1ccccc1,293.15,1.0,0.5,220000.00000000003,98.7,1.3,,,,Ni,"(N,N,N)"
C1C=CN2[Cr]3(Cl)(Cl)(Cl)N(C4C(CC)=CC=CC=4CC)=C(C4C=CC=CC=4)C4C=CC5C=CC=1C=2C=5N=43,MAO,1000.0,Cc1ccccc1,333.15,10.0,1.0,5150000.0,17.6,46.3,36.1,,,Cr,"(N,N,N)"
C(CCCC)CCCCCCCCCCCCCN1CCC(=O)NCCN2[Fe]3(N(=CC4C(O3)=CC=CC=4)CCNC(=O)CC1)OC1C=CC=CC=1C=2,MAO,500.0,Cc1ccccc1,318.15,5.0,0.5,49600.0,80.11,1.59,9.66,,,Fe,"(N,N,O,O)"
C1C=C2[S+]([Cr](O3CCCC3)(Cl)(Cl)(Cl)N(C(C)(C)C)=CC2=CC=1)C1C=CC=CC=1,MAO,2000.0,Cc1ccccc1,353.15,20.0,0.25,27239355.0,15.7,18.9,17.9,,,Cr,"(N,O,S)"
C1C=CN2[Fe]3(Cl)(Cl)N4=C(C(C)=N3C3C(CC)=CC=CC=3)C=CC3C=CC=1C=2C=34,MMAO,500.0,Cc1ccccc1,333.15,1.0,0.5,413000.0,54.7,44.0,1.3,,,Fe,"(N,N,N)"
C12C(C)=N(C3C=CC=C(Br)C=3)[Fe]3(Cl)(Cl)(Cl)N=1C(C(=N3C1C=C(Br)C=CC=1)C)=CC=C2,MAO,2500.0,Cc1ccccc1,333.15,10.0,1.0,8815714.285714285,60.9,29.8,5.8,99.6,80.8,Fe,"(N,N,N)"
C12C=CC3C=CC=N4[Ni]5(Cl)(Cl)N6C7C=CC=CC=7N(C)C=6C(=CC=1)N5=C2C=34,DEAC,300.0,Cc1ccccc1,293.15,30.0,0.3333333333333333,2770000.0,96.6,3.4,,70.8,,Ni,"(N,N,N)"
C1C=CN2[Fe]3(Cl)(Cl)N4=C(C(C)=N3C3C(F)=CC(F)=CC=3F)C=CC3C=CC=1C=2C=34,MAO,1000.0,Cc1ccccc1,313.15,10.0,1.0,9930000.0,39.4,37.8,22.8,,,Fe,"(N,N,N)"
C1C=CC2N3[Ni](Cl)(Cl)N4C5C=CC=CC=5N(CC)C=4C=3C=CC=2C=1,DEAC,250.0,Cc1ccccc1,303.15,10.0,0.33,1630000.0,93.1,6.9,,82.1,,Ni,"(N,N)"
C1C(C)=N2[Ni](Br)(Br)N3=C(C)C=CC4C=CC(C=1)=C2C=43,MAO,500.0,Cc1ccccc1,293.15,1.0,0.5,216000.0,98.2,1.8,,,,Ni,"(N,N)"
C1(=N(C2C(C)=CC=CC=2C)[Fe]2(Cl)(Cl)N3C4C=CC=CC=4N(C)C=3C3C=CC=C1N=32)C,MMAO,1000.0,Cc1ccccc1,293.15,30.0,0.5,7920000.000000001,35.0,27.8,15.2,,,Fe,"(N,N,N)"
C1C=CC2N3[Co](Cl)(Cl)N4=C(C(=O)OCC)C=CC=C4C=3N(C)C=2C=1,DEAC,200.0,Cc1ccccc1,293.15,20.0,0.5,152000.0,77.9,22.1,,,,Co,"(N,N)"
C1C=CN2[Cr]3(Cl)(Cl)(Cl)N(C4C(C(C)C)=CC=CC=4C(C)C)=CC4C=CC5C=CC=1C=2C=5N=43,MAO,1000.0,Cc1ccccc1,353.15,10.0,1.0,5000000.0,30.6,40.2,29.2,,,Cr,"(N,N,N)"
C1C=CC(Br)=C(N2=C(C)C3N4[Co]2(Cl)(Cl)N2C5C=CC=CC=5OC=2C=4C=CC=3)C=1Br,MAO,1000.0,Cc1ccccc1,293.15,10.0,0.5,752000.0,100.0,0.0,,100.0,,Co,"(N,N,N)"
C1C=CC=CC=1OCCN1C=C[N+](=C1[Ni](Br)(Br)C1=[N+](C2C(C)=CC(C)=CC=2C)C=CN1CCOC1C=CC=CC=1)C1C(C)=CC(C)=CC=1C,EADC,10.0,Cc1ccccc1,295.65,10.0,0.58,358009.0,80.0,18.0,,39.0,6.0,Ni,"(C,C)"
[P+]12(C3=CC=CC=C3)CC3=N(C(CO3)(C)C)[Ni]1(N1=C(C2)OCC1(C)C)(Cl)Cl,MAO,200.0,Clc1ccccc1,303.15,10.0,0.5833333333333334,33660.0,91.0,8.0,1.0,,,Ni,"(N,N,P)"
N1(C2CCCC2)[P+](C2C=CC=CC=2)(C2C=CC=CC=2)[Ni](Br)(Br)[P+](C2C=CC=CC=2)(C2C=CC=CC=2)[Si]1(C)C,EADC,500.0,C1CCCCC1C,318.15,10.0,0.5,94000000.0,83.8,16.2,,34.4,8.0,Ni,"(P,P)"
